time,temperature,humidity,ec,ph
2025-05-30 0:00,31.9,34.2,7.6,1
2025-05-30 1:00,31.7,35.5,7.6,1
2025-05-30 2:00,31.5,36.9,7.6,1
2025-05-30 3:00,31.3,37.9,7.6,1
2025-05-30 4:00,31.1,38.5,7.6,1
2025-05-30 5:00,31,39.1,7.6,1
2025-05-30 6:00,30.8,39.9,7.6,1
2025-05-30 7:00,30.6,40.7,7.6,1
2025-05-30 8:00,30.5,41.2,7.6,1
2025-05-30 9:00,25.6,41.7,7.6,1
2025-05-30 10:00,24.7,41.9,7.6,1
2025-05-30 11:00,24.6,41.2,7.6,1
2025-05-30 12:00,24.4,40.4,7.5,1
2025-05-30 13:00,24.4,39.3,7.4,1
2025-05-30 14:00,24.2,31.4,7.4,1
2025-05-30 15:00,24,30.8,7.4,1
2025-05-30 16:00,24.3,35.1,7.4,1
2025-05-30 17:00,24.4,38.4,7.4,1
2025-05-30 18:00,24.6,40.1,7.5,1
2025-05-30 19:00,23.3,38,7.5,1
2025-05-30 20:00,21.5,50.6,7.5,1
2025-05-30 21:00,19.2,67.9,7.6,1
2025-05-30 22:00,19,72.3,7.6,1
2025-05-30 23:00,18.9,72.4,7.6,1
2025-05-31 0:00,20.4,59,7.6,1
2025-05-31 1:00,22.3,46.8,7.6,1
2025-05-31 2:00,23.3,44.3,7.6,1
2025-05-31 3:00,23.8,42.7,7.6,1
2025-05-31 4:00,23.8,41.5,7.6,1
2025-05-31 5:00,23.8,40.8,7.6,1
2025-05-31 6:00,23.8,40.9,7.6,1
2025-05-31 7:00,23.8,40.7,7.6,1
2025-05-31 8:00,23.9,41.2,7.6,1
2025-05-31 9:00,24.1,41.1,7.6,1
2025-05-31 10:00,24.2,39.6,7.6,1
2025-05-31 11:00,24.1,39.9,7.6,1
2025-05-31 12:00,24,38.5,7.6,1
2025-05-31 13:00,24.1,39,7.6,1
2025-05-31 14:00,24.2,38.8,7.6,1
2025-05-31 15:00,24.2,39.5,7.6,1
2025-05-31 16:00,24.2,38.6,7.5,1
2025-05-31 17:00,24.5,41.7,7.5,1
2025-05-31 18:00,24.4,38.9,7.6,1
2025-05-31 19:00,24.4,40.9,7.6,1
2025-05-31 20:00,21.7,51.4,7.6,1
2025-05-31 21:00,19.2,67.7,7.6,1
2025-05-31 22:00,18.9,75.4,7.6,1
2025-05-31 23:00,18.9,77.4,7.6,1
2025-06-01 0:00,20.3,61.6,7.6,1
2025-06-01 1:00,22.2,47.4,7.6,1
2025-06-01 2:00,23.1,44.4,7.6,1
2025-06-01 3:00,23.5,43.6,7.6,1
2025-06-01 4:00,23.7,42,7.6,1
2025-06-01 5:00,23.7,42.1,7.6,1
2025-06-01 6:00,23.8,42,7.6,1
2025-06-01 7:00,23.8,41.4,7.6,1
2025-06-01 8:00,24.1,42.1,7.6,1
2025-06-01 9:00,23.9,39.6,7.6,1
2025-06-01 10:00,24,40.7,7.6,1
2025-06-01 11:00,24.3,40.7,7.6,1
2025-06-01 12:00,24.5,39,7.6,1
2025-06-01 13:00,24.8,38.1,7.6,1
2025-06-01 14:00,24.7,38,7.6,1
2025-06-01 15:00,24.5,37.9,7.6,1
2025-06-01 16:00,24.3,38,7.6,1
2025-06-01 17:00,24.5,40.3,7.6,1
2025-06-01 18:00,24.7,39.7,7.6,1
2025-06-01 19:00,24.6,39.1,7.6,1
2025-06-01 20:00,21.9,51,7.6,1
2025-06-01 21:00,19.3,66.3,7.6,1
2025-06-01 22:00,18.9,72.5,7.6,1
2025-06-01 23:00,18.9,72.7,7.6,1
2025-06-02 0:00,20.4,60.6,7.6,1
2025-06-02 1:00,22.9,49.7,7.6,1
2025-06-02 2:00,24,45.5,7.6,1
2025-06-02 3:00,24.2,42.2,7.6,1
2025-06-02 4:00,24.2,41.9,7.6,1
2025-06-02 5:00,23.9,39.8,7.6,1
2025-06-02 6:00,24,41.1,7.6,1
2025-06-02 7:00,23.9,40.2,7.6,1
2025-06-02 8:00,23.9,41,7.6,1
2025-06-02 9:00,24,41.4,7.6,1
2025-06-02 10:00,24.1,40.6,7.6,1
2025-06-02 11:00,24,39.7,7.6,1
2025-06-02 12:00,24.1,41.9,7.6,1
2025-06-02 13:00,24.4,41.1,7.6,1
2025-06-02 14:00,24.5,39.8,7.6,1
2025-06-02 15:00,24.6,40.3,7.6,1
2025-06-02 16:00,24.4,39.2,7.6,1
2025-06-02 17:00,24.3,40.4,7.6,1
2025-06-02 18:00,24.1,38.9,7.6,1
2025-06-02 19:00,24.1,40.2,7.6,1
2025-06-02 20:00,21.6,52.9,7.6,1
2025-06-02 21:00,19.2,68.5,7.6,1
2025-06-02 22:00,18.9,74.4,7.6,1
2025-06-02 23:00,18.9,75.2,7.6,1
2025-06-03 0:00,20.6,62.7,7.6,1
2025-06-03 1:00,23.1,50.1,7.6,1
2025-06-03 2:00,23.8,43.3,7.6,1
2025-06-03 3:00,24.2,43,7.6,1
2025-06-03 4:00,24.2,41.4,7.6,1
2025-06-03 5:00,24.2,40.5,7.6,1
2025-06-03 6:00,24.1,40.8,7.6,1
2025-06-03 7:00,24.1,40.3,7.6,1
2025-06-03 8:00,24,39.4,7.6,1
2025-06-03 9:00,24,39.6,7.6,1
2025-06-03 10:00,24.3,40.9,7.6,1
2025-06-03 11:00,24.6,38.9,7.6,1
2025-06-03 12:00,24.6,38.1,7.6,1
2025-06-03 13:00,24.3,37.1,7.6,1
2025-06-03 14:00,24.6,40.3,7.6,1
2025-06-03 15:00,24.4,38,7.5,1
2025-06-03 16:00,24.3,39.8,7.5,1
2025-06-03 17:00,24.3,40.2,7.5,1
2025-06-03 18:00,24.6,40.6,7.5,1
2025-06-03 19:00,24.1,38.6,7.4,1
2025-06-03 20:00,21.9,53.3,7.6,1
2025-06-03 21:00,19.2,66.9,7.6,1
2025-06-03 22:00,18.9,73.8,7.6,1
2025-06-03 23:00,18.8,74.3,7.6,1
2025-06-04 0:00,20.3,61.3,7.6,1
2025-06-04 1:00,22.2,46.5,7.6,1
2025-06-04 2:00,23,43.5,7.6,1
2025-06-04 3:00,23.4,42.3,7.6,1
2025-06-04 4:00,23.7,42.2,7.6,1
2025-06-04 5:00,23.7,41.4,7.6,1
2025-06-04 6:00,23.8,41.1,7.6,1
2025-06-04 7:00,23.9,41.5,7.6,1
2025-06-04 8:00,24.1,40.7,7.6,1
2025-06-04 9:00,24.3,40.9,7.6,1
2025-06-04 10:00,24.3,40.8,7.6,1
2025-06-04 11:00,24.5,41,7.6,1
2025-06-04 12:00,24.8,38.8,7.6,1
2025-06-04 13:00,24.7,37.5,7.6,1
2025-06-04 14:00,24.6,37.8,7.6,1
2025-06-04 15:00,24.3,36.5,7.6,1
2025-06-04 16:00,24.1,38.5,7.6,1
2025-06-04 17:00,24.1,39,7.6,1
2025-06-04 18:00,24,38.9,7.6,1
2025-06-04 19:00,24.1,39.8,7.6,1
2025-06-04 20:00,21.8,53.6,7.6,1
2025-06-04 21:00,19.3,66.9,7.6,1
2025-06-04 22:00,18.9,72.4,7.6,1
2025-06-04 23:00,18.9,72,7.6,1
2025-06-05 0:00,20.4,59.9,7.6,1
2025-06-05 1:00,22.3,46.8,7.6,1
2025-06-05 2:00,23.1,43.9,7.6,1
2025-06-05 3:00,23.5,42.8,7.6,1
2025-06-05 4:00,23.7,42.8,7.6,1
2025-06-05 5:00,23.9,42.3,7.6,1
2025-06-05 6:00,23.9,42,7.6,1
2025-06-05 7:00,23.8,40.7,7.6,1
2025-06-05 8:00,23.9,41.3,7.6,1
2025-06-05 9:00,23.9,40.2,7.6,1
2025-06-05 10:00,24.3,41.8,7.6,1
2025-06-05 11:00,24.1,38.1,7.6,1
2025-06-05 12:00,24.4,38.8,7.6,1
2025-06-05 13:00,24.9,38.8,7.6,1
2025-06-05 14:00,24.9,38.2,7.6,1
2025-06-05 15:00,24.4,41.8,7.6,1
2025-06-05 16:00,23.2,46.7,7.6,1
2025-06-05 17:00,23.1,47.8,7.6,1
2025-06-05 18:00,22.2,51.4,7.6,1
2025-06-05 19:00,21.8,49.9,7.6,1
2025-06-05 20:00,21.6,50.2,7.6,1
2025-06-05 21:00,21.6,50.7,7.6,1
2025-06-05 22:00,19.3,62.2,7.6,1
2025-06-05 23:00,17.3,73.1,7.6,1
2025-06-06 0:00,18.7,67.8,7.6,1
2025-06-06 1:00,20.8,56.7,7.6,1
2025-06-06 2:00,21.3,52.9,7.6,1
2025-06-06 3:00,21.3,51.5,7.6,1
2025-06-06 4:00,21.5,51.6,7.6,1
2025-06-06 5:00,21.3,50.5,7.6,1
2025-06-06 6:00,21.3,50.8,7.6,1
2025-06-06 7:00,21.3,51.1,7.6,1
2025-06-06 8:00,21.5,51.4,7.6,1
2025-06-06 9:00,21.6,50,7.6,1
2025-06-06 10:00,21.7,50.1,7.6,1
2025-06-06 11:00,21.7,49.1,7.6,1
2025-06-06 12:00,22,48.2,7.6,1
2025-06-06 13:00,22.2,47.7,7.6,1
2025-06-06 14:00,22.2,48.2,7.6,1
2025-06-06 15:00,22.2,48.5,7.6,1
2025-06-06 16:00,22.2,48.5,7.6,1
2025-06-06 17:00,21.9,47.9,7.6,1
2025-06-06 18:00,21.8,48.7,7.6,1
2025-06-06 19:00,21.7,48.6,7.6,1
2025-06-06 20:00,21.7,49.4,7.6,1
2025-06-06 21:00,21.6,49,7.6,1
2025-06-06 22:00,19.3,62.2,7.6,1
2025-06-06 23:00,17.3,73.3,7.6,1
2025-06-07 0:00,18.8,67.9,7.6,1
2025-06-07 1:00,21.1,55.7,7.6,1
2025-06-07 2:00,21.4,50.5,7.6,1
2025-06-07 3:00,21.3,49.7,7.6,1
2025-06-07 4:00,21.4,50.3,7.6,1
2025-06-07 5:00,21.5,50.1,7.6,1
2025-06-07 6:00,21.5,50.1,7.6,1
2025-06-07 7:00,21.5,50.2,7.6,1
2025-06-07 8:00,21.6,49.5,7.6,1
2025-06-07 9:00,21.7,49.8,7.6,1
2025-06-07 10:00,21.8,49.3,7.6,1
2025-06-07 11:00,21.8,48.6,7.6,1
2025-06-07 12:00,21.8,48.1,7.6,1
2025-06-07 13:00,22.1,48.7,7.6,1
2025-06-07 14:00,22.1,48.3,7.6,1
2025-06-07 15:00,22.1,48.2,7.6,1
2025-06-07 16:00,22,48.4,7.6,1
2025-06-07 17:00,21.9,47.9,7.6,1
2025-06-07 18:00,21.9,48.9,7.6,1
2025-06-07 19:00,21.9,49.2,7.6,1
2025-06-07 20:00,21.8,48.6,7.6,1
2025-06-07 21:00,21.7,48.8,7.6,1
2025-06-07 22:00,19.3,62.1,7.6,1
2025-06-07 23:00,17.2,74.7,7.6,1
2025-06-08 0:00,18.7,68.3,7.6,1
2025-06-08 1:00,21,55,7.6,1
2025-06-08 2:00,21.4,50.5,7.6,1
2025-06-08 3:00,21.5,50.2,7.6,1
2025-06-08 4:00,21.7,49.8,7.6,1
2025-06-08 5:00,21.6,48.6,7.6,1
2025-06-08 6:00,21.6,49.1,7.6,1
2025-06-08 7:00,21.6,48.5,7.6,1
2025-06-08 8:00,21.5,48.2,7.6,1
2025-06-08 9:00,21.7,48.5,7.6,1
2025-06-08 10:00,21.8,48,7.6,1
2025-06-08 11:00,21.9,46.8,7.6,1
2025-06-08 12:00,22.4,46.9,7.6,1
2025-06-08 13:00,22.7,45.8,7.6,1
2025-06-08 14:00,22.7,45.4,7.6,1
2025-06-08 15:00,22.7,45.5,7.6,1
2025-06-08 16:00,22.7,45.7,7.6,1
2025-06-08 17:00,22.6,45.4,7.6,1
2025-06-08 18:00,22.6,45.6,7.6,1
2025-06-08 19:00,22.5,45.4,7.6,1
2025-06-08 20:00,22.5,45.8,7.6,1
2025-06-08 21:00,22.3,45.5,7.6,1
2025-06-08 22:00,19.9,58.6,7.6,1
2025-06-08 23:00,17.6,70.6,7.6,1
2025-06-09 0:00,19,66.8,7.6,1
2025-06-09 1:00,21.4,51.8,7.6,1
2025-06-09 2:00,21.6,47.1,7.6,1
2025-06-09 3:00,21.7,46.7,7.6,1
2025-06-09 4:00,21.8,46.9,7.6,1
2025-06-09 5:00,21.8,45.7,7.6,1
2025-06-09 6:00,21.8,45.6,7.6,1
2025-06-09 7:00,21.8,45.5,7.6,1
2025-06-09 8:00,21.8,45,7.6,1
2025-06-09 9:00,22,45.9,7.6,1
2025-06-09 10:00,25,57.5,7.6,1
2025-06-09 11:00,23.4,56.8,7.6,1
2025-06-09 12:00,22.7,57.2,7.6,1
2025-06-09 13:00,22.9,60.9,7.6,1
2025-06-09 14:00,25.1,61.6,7.6,1
2025-06-09 15:00,23.1,57,7.6,1
2025-06-09 16:00,21.9,55.2,7.6,1
2025-06-09 17:00,21.6,55.2,7.6,1
2025-06-09 18:00,21.4,52.5,7.6,1
2025-06-09 19:00,21.2,52.6,7.6,1
2025-06-09 20:00,21.3,52.8,7.6,1
2025-06-09 21:00,21.2,51.9,7.6,1
2025-06-09 22:00,19.3,64.4,7.6,1
2025-06-09 23:00,18.1,73.7,7.6,1
2025-06-10 0:00,19.3,65.6,7.6,1
2025-06-10 1:00,20.2,54.9,7.6,1
2025-06-10 2:00,20.4,53.7,7.6,1
2025-06-10 3:00,20.5,54,7.6,1
2025-06-10 4:00,20.8,54,7.6,1
2025-06-10 5:00,21,54.1,7.6,1
2025-06-10 6:00,21.1,53.3,7.6,1
2025-06-10 7:00,21.3,53.2,7.6,1
2025-06-10 8:00,21.2,52,7.6,1
2025-06-10 9:00,21.2,52.7,7.6,1
2025-06-10 10:00,21.2,52.2,7.6,1
2025-06-10 11:00,21.2,52.4,7.6,1
2025-06-10 12:00,21.3,53.1,7.6,1
2025-06-10 13:00,21.5,55.8,7.6,1
2025-06-10 14:00,21.6,55.2,7.6,1
2025-06-10 15:00,21.6,52.9,7.6,1
2025-06-10 16:00,21.5,52.1,7.6,1
2025-06-10 17:00,21.6,51.8,7.6,1
2025-06-10 18:00,21.6,52,7.6,1
2025-06-10 19:00,21.5,51.8,7.6,1
2025-06-10 20:00,21.6,52.4,7.6,1
2025-06-10 21:00,21.5,51.8,7.6,1
2025-06-10 22:00,19.6,63.4,7.6,1
2025-06-10 23:00,18.2,71.7,7.6,1
2025-06-11 0:00,19.4,64.9,7.6,1
2025-06-11 1:00,20.4,54.8,7.6,1
2025-06-11 2:00,20.9,55.8,7.6,1
2025-06-11 3:00,21.2,54.5,7.6,1
2025-06-11 4:00,21.2,53.6,7.6,1
2025-06-11 5:00,21.3,53.5,7.6,1
2025-06-11 6:00,21.3,52.6,7.6,1
2025-06-11 7:00,21.3,53.1,7.6,1
2025-06-11 8:00,21.4,52.5,7.6,1
2025-06-11 9:00,21.6,52.8,7.6,1
2025-06-11 10:00,21.7,52.4,7.6,1
2025-06-11 11:00,21.7,50.7,7.6,1
2025-06-11 12:00,22.3,51.4,7.6,1
2025-06-11 13:00,22.3,49.3,7.6,1
2025-06-11 14:00,22,48.9,7.6,1
2025-06-11 15:00,21.9,49.4,7.6,1
2025-06-11 16:00,21.9,49.6,7.6,1
2025-06-11 17:00,21.7,49.7,7.6,1
2025-06-11 18:00,21.7,50.5,7.6,1
2025-06-11 19:00,21.7,50.5,7.6,1
2025-06-11 20:00,21.6,50.6,7.6,1
2025-06-11 21:00,21.7,51.6,7.6,1
2025-06-11 22:00,19.9,63.7,7.6,1
2025-06-11 23:00,18.4,71.5,7.6,1
2025-06-12 0:00,19.5,63.7,7.6,1
2025-06-12 1:00,20.6,55.2,7.6,1
2025-06-12 2:00,20.7,53.3,7.6,1
2025-06-12 3:00,20.9,52.4,7.6,1
2025-06-12 4:00,21,53.6,7.6,1
2025-06-12 5:00,21.1,52.9,7.6,1
2025-06-12 6:00,21.4,53.4,7.6,1
2025-06-12 7:00,21.4,52.8,7.6,1
2025-06-12 8:00,21.7,52.2,7.6,1
2025-06-12 9:00,21.6,50.7,7.6,1
2025-06-12 10:00,21.6,51.2,7.6,1
2025-06-12 11:00,21.9,51.3,7.6,1
2025-06-12 12:00,22.4,50.2,7.6,1
2025-06-12 13:00,22.4,48.5,7.6,1
2025-06-12 14:00,22.3,48.4,7.6,1
2025-06-12 15:00,22.3,48.6,7.6,1
2025-06-12 16:00,22.1,48.6,7.6,1
2025-06-12 17:00,22.1,49.1,7.6,1
2025-06-12 18:00,22,48.5,7.6,1
2025-06-12 19:00,21.9,49.4,7.6,1
2025-06-12 20:00,22,50.2,7.6,1
2025-06-12 21:00,22.1,50.8,7.6,1
2025-06-12 22:00,20,61.1,7.6,1
2025-06-12 23:00,18.7,70.9,7.6,1
2025-06-13 0:00,19.8,62.5,7.6,1
2025-06-13 1:00,21.1,55.5,7.6,1
2025-06-13 2:00,21.2,52.8,7.6,1
2025-06-13 3:00,21.5,53.5,7.6,1
2025-06-13 4:00,21.8,52.8,7.6,1
2025-06-13 5:00,21.8,52.2,7.6,1
2025-06-13 6:00,21.7,51.4,7.6,1
2025-06-13 7:00,21.8,51.9,7.6,1
2025-06-13 8:00,21.8,50.9,7.6,1
2025-06-13 9:00,21.9,51.1,7.6,1
2025-06-13 10:00,21.9,50.4,7.6,1
2025-06-13 11:00,22,50.6,7.6,1
2025-06-13 12:00,22.1,51.3,7.6,1
2025-06-13 13:00,22.2,50.1,7.6,1
2025-06-13 14:00,22.1,50.1,7.6,1
2025-06-13 15:00,22.1,49.7,7.6,1
2025-06-13 16:00,22.1,51,7.6,1
2025-06-13 17:00,22.2,50.7,7.6,1
2025-06-13 18:00,22.1,51.7,7.6,1
2025-06-13 19:00,21.9,50.3,7.6,1
2025-06-13 20:00,21.8,50.8,7.6,1
2025-06-13 21:00,21.8,51.6,7.6,1
2025-06-13 22:00,19.9,63.4,7.6,1
2025-06-13 23:00,18.5,72.7,7.6,1
2025-06-14 0:00,19.7,64,7.6,1
2025-06-14 1:00,20.8,56,7.6,1
2025-06-14 2:00,21.3,54.7,7.6,1
2025-06-14 3:00,21.4,53.6,7.6,1
2025-06-14 4:00,21.6,53.4,7.6,1
2025-06-14 5:00,21.7,52.5,7.6,1
2025-06-14 6:00,21.8,52.6,7.6,1
